start_ip,end_ip,join_key,asn,domain,name,type,country
138.204.88.0,138.204.91.255,138.204.0.0,AS53089,idctelecom.com.br,IDC TELECOM LTDA,isp,BR
148.72.128.0,148.72.128.255,148.72.0.0,AS30083,godaddy.com,"GoDaddy.com, LLC",hosting,US
2401:3e0:8000::,2401:3e0:bfff:ffff:ffff:ffff:ffff:ffff,2401:3e0:8000::,AS63981,nova.net.cn,NTDKL-HK,isp,HK
2a0c:f47:4000::,2a0c:f47:7fff:ffff:ffff:ffff:ffff:ffff,2a0c:f47:4000::,AS49436,stadtwerke-soest.de,Stadtwerke Soest GmbH,isp,DE
2803:4180::,2803:4180:3fff:ffff:ffff:ffff:ffff:ffff,2803:4180::,AS263238,fibramax.ec,Eliana Vanessa Morocho Oña,isp,EC
2408:41df::,2408:41df:3fff:ffff:ffff:ffff:ffff:ffff,2408:41df::,AS37963,alibabagroup.com,"Hangzhou Alibaba Advertising Co.,Ltd.",business,CN
204.76.173.0,204.76.173.255,204.76.0.0,AS4264,cerf.net,California Education and Research Federation Network,education,US
217.39.0.0,217.39.15.255,217.39.0.0,AS2856,bt.com,British Telecommunications PLC,isp,GB
201.216.72.0,201.216.75.255,201.216.0.0,AS270558,vitwork.net.br,VITWORK COMUNICAÇÃO LTDA,business,BR
204.2.80.0,204.2.87.255,204.2.0.0,AS2914,ntt.com,"NTT America, Inc.",isp,US
12.8.111.0,12.8.187.255,12.8.0.0,AS7018,att.com,"AT&T Services, Inc.",isp,US
140.14.39.0,140.14.39.255,140.14.0.0,AS721,mail.mil,DoD Network Information Center,business,US
194.38.48.0,194.38.51.255,194.38.0.0,AS202592,area-7.it,area-7 IT-Services GmbH,business,DE
2a0a:ba06::,2a0a:ba06:3fff:ffff:ffff:ffff:ffff:ffff,2a0a:ba06::,AS212144,trafficforce.lt,"trafficforce, UAB",isp,LT
185.195.116.0,185.195.119.255,185.195.0.0,AS61049,exascale.co.uk,Exascale Limited,isp,GB
2001:b10a::,2001:b10a:3fff:ffff:ffff:ffff:ffff:ffff,2001:b10a::,AS3462,hinet.net,Data Communication Business Group,isp,TW
240a:c594:8000::,240a:c594:bfff:ffff:ffff:ffff:ffff:ffff,240a:c594:8000::,AS137726,pcitc.com,China Petroleum & Chemical Corporation,business,CN
40.240.0.0,40.240.255.255,40.240.0.0,AS4249,lilly.com,Eli Lilly and Company,business,US
2c0e:310:c000::,2c0e:310:ffff:ffff:ffff:ffff:ffff:ffff,2c0e:310:c000::,AS24863,orange.com,Link Egypt (Link.NET),isp,EG
2a01:9f44:4000::,2a01:9f44:7fff:ffff:ffff:ffff:ffff:ffff,2a01:9f44:4000::,AS199101,mitranet.cz,Nordic Telecom Regional s.r.o.,isp,CZ
2a02:2580:c000::,2a02:2580:ffff:ffff:ffff:ffff:ffff:ffff,2a02:2580:c000::,AS2119,telenor.no,Telenor Norge AS,isp,NO
2603:a050:8000::,2603:a050:bfff:ffff:ffff:ffff:ffff:ffff,2603:a050:8000::,AS395662,ozarksgo.net,"OzarksGo, LLC",isp,US
2a05:b9c3:8000::,2a05:b9c3:bfff:ffff:ffff:ffff:ffff:ffff,2a05:b9c3:8000::,AS201057,multim.fi,Multim Oy,hosting,FI
193.106.88.0,193.106.91.255,193.106.0.0,AS48725,clink.ru,Agrosvyaz-M Ltd,isp,RU
2a09:9b87:c000::,2a09:9b87:ffff:ffff:ffff:ffff:ffff:ffff,2a09:9b87:c000::,AS204790,floccus.io,Falco ISP Services B.V.,business,NL
193.124.43.0,193.124.43.255,193.124.0.0,AS12479,orange.es,Orange Espagne SA,isp,ES
203.246.158.0,203.246.159.255,203.246.0.0,AS4766,kt.com,Korea Telecom,isp,KR
2603:2043::,2603:2043:3fff:ffff:ffff:ffff:ffff:ffff,2603:2043::,AS33287,comcast.com,"Comcast Cable Communications, LLC",isp,US
46.16.0.0,46.16.7.255,46.16.0.0,AS51551,capita-cs.co.uk,Capita Business Services Ltd,business,GB
2a0a:9c7:8000::,2a0a:9c7:bfff:ffff:ffff:ffff:ffff:ffff,2a0a:9c7:8000::,AS207991,achnet.am,ACHON LLC,business,AM
207.170.38.0,207.170.63.255,207.170.0.0,AS7029,windstream.com,Windstream Communications LLC,isp,US
2c0e:d30:8000::,2c0e:d30:bfff:ffff:ffff:ffff:ffff:ffff,2c0e:d30:8000::,AS24863,orange.com,Link Egypt (Link.NET),isp,EG
240a:c7f6:c000::,240a:c7f6:ffff:ffff:ffff:ffff:ffff:ffff,240a:c7f6:c000::,AS137726,pcitc.com,China Petroleum & Chemical Corporation,business,CN
204.152.46.0,204.152.47.255,204.152.0.0,AS7133,nyiso.com,"New York Independent System Operator, Inc.",business,US
2400:b100:8000::,2400:b100:bfff:ffff:ffff:ffff:ffff:ffff,2400:b100:8000::,AS55555,delion.com.au,Delion Pty Ltd,isp,AU
5.181.167.0,5.181.167.255,5.181.0.0,AS62164,heymman.com,Heymman Servers Corporation,hosting,CA
23.183.64.0,23.183.64.255,23.183.0.0,AS32494,otxi.com,"Online Technology Exchange, Inc.",business,US
2a02:e200::,2a02:e200:3fff:ffff:ffff:ffff:ffff:ffff,2a02:e200::,AS8339,kabelplus.at,kabelplus GmbH,isp,AT
2a02:26f0:af00::,2a02:26f0:af00:ffff:ffff:ffff:ffff:ffff,2a02:26f0:8000::,AS34164,akamai.com,Akamai International B.V.,hosting,NL
62.189.211.0,62.189.255.255,62.189.0.0,AS702,verizonbusiness.com,Verizon Business,isp,US
2a0d:6906:8000::,2a0d:6906:bfff:ffff:ffff:ffff:ffff:ffff,2a0d:6906:8000::,AS35916,multacom.com,MULTACOM CORPORATION,hosting,US
167.203.48.0,167.203.51.255,167.203.0.0,AS6303,barclayscapital.com,Barclays Capital,business,US
185.1.132.0,185.1.132.255,185.1.0.0,AS208425,yoncu.com,Osbil Technology Ltd.,hosting,CY
2a0d:cec2:8000::,2a0d:cec2:bfff:ffff:ffff:ffff:ffff:ffff,2a0d:cec2:8000::,AS201395,it-tim.si,IT-TIM d.o.o.,business,SI
117.34.0.0,117.34.81.255,117.34.0.0,AS4835,chinatelecom.com.cn,China Telecom (Group),isp,CN
2c0e:2a4:4000::,2c0e:2a4:7fff:ffff:ffff:ffff:ffff:ffff,2c0e:2a4:4000::,AS24863,orange.com,Link Egypt (Link.NET),isp,EG
2602:1b::,2602:1b:3fff:ffff:ffff:ffff:ffff:ffff,2602:1b::,AS209,lumen.com,"CenturyLink Communications, LLC",isp,US
194.85.8.0,194.85.9.255,194.85.0.0,AS12938,ibch.ru,Shemyakin-Ovchinnikov Institute of Bioorganic Chemistry Russian Academy of Sciences,education,RU
2a0e:452:4000::,2a0e:452:7fff:ffff:ffff:ffff:ffff:ffff,2a0e:452:4000::,AS210278,sky.it,Sky Italia srl,isp,IT
222.126.242.0,222.126.243.255,222.126.0.0,AS7468,cyberec.com,Cyber Express Communication Ltd.,isp,HK
213.232.239.0,213.232.239.255,213.232.0.0,AS206505,hostilox.com.tr,MELIH BINBASI trading as HOSTILOX SUNUCU HIZMETLERI,hosting,TR
223.165.17.0,223.165.19.255,223.165.0.0,AS9790,2degrees.nz,Two Degrees Networks Limited,isp,NZ
2601:581:4000::,2601:581:7fff:ffff:ffff:ffff:ffff:ffff,2601:581:4000::,AS20214,comcast.com,"Comcast Cable Communications, LLC",isp,US
2409:8622:c000::,2409:8622:ffff:ffff:ffff:ffff:ffff:ffff,2409:8622:c000::,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
50.227.100.0,50.227.103.255,50.227.0.0,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2409:403c::,2409:403c:3fff:ffff:ffff:ffff:ffff:ffff,2409:403c::,AS55836,jio.com,Reliance Jio Infocomm Limited,isp,IN
2804:7084:4000::,2804:7084:7fff:ffff:ffff:ffff:ffff:ffff,2804:7084:4000::,AS270731,,Net Mais LTDA - ME,hosting,BR
162.216.112.0,162.216.115.255,162.216.0.0,AS19318,interserver.net,"Interserver, Inc",hosting,US
2804:4564:4000::,2804:4564:7fff:ffff:ffff:ffff:ffff:ffff,2804:4564:4000::,AS266923,ipconectelecom.com.br,IPconect TELECOM,isp,BR
2a04:9746:c000::,2a04:9746:ffff:ffff:ffff:ffff:ffff:ffff,2a04:9746:c000::,AS196954,epcan.de,Epcan GmbH,isp,DE
2804:4c1c::,2804:4c1c:3fff:ffff:ffff:ffff:ffff:ffff,2804:4c1c::,AS267350,gointernet.com.br,Go INTERNET E TELECOM LTDA ME,isp,BR
2c0e:b4:4000::,2c0e:b4:7fff:ffff:ffff:ffff:ffff:ffff,2c0e:b4:4000::,AS24863,orange.com,Link Egypt (Link.NET),isp,EG
161.49.234.0,161.49.235.255,161.49.0.0,AS14882,qg.com,Quad/Graphics Inc.,business,US
50.201.99.0,50.201.99.255,50.201.0.0,AS33287,comcast.com,"Comcast Cable Communications, LLC",isp,US
2603:f4a6:8000::,2603:f4a6:bfff:ffff:ffff:ffff:ffff:ffff,2603:f4a6:8000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
158.9.132.0,158.9.133.255,158.9.0.0,AS367,mail.mil,DoD Network Information Center,isp,US
131.161.44.0,131.161.47.255,131.161.0.0,AS265144,mcdtelecom.com.br,MCD INFORMATICA E TELECOMUNICACOES LTDA - ME,isp,BR
2a04:1646:c000::,2a04:1646:ffff:ffff:ffff:ffff:ffff:ffff,2a04:1646:c000::,AS60610,amito.com,Amito Ltd,hosting,GB
188.195.192.0,188.195.194.255,188.195.0.0,AS31334,vodafone.com,Vodafone Deutschland GmbH,isp,DE
31.148.20.0,31.148.20.255,31.148.0.0,AS204889,tobi.net.ua,Online Business Technologies Ltd.,business,UA
81.199.0.0,81.199.11.255,81.199.0.0,AS12491,gilat.net,Gilat Telecom Ltd.,isp,IL
203.32.66.0,203.32.66.255,203.32.0.0,AS137199,flintel.com.au,Flintel Pty Ltd,isp,AU
2603:efaf::,2603:efaf:3fff:ffff:ffff:ffff:ffff:ffff,2603:efaf::,AS11492,cableone.net,"CABLE ONE, INC.",isp,US
2600:9000:2015::,2600:9000:2018:ffff:ffff:ffff:ffff:ffff,2600:9000::,AS16509,amazon.com,"Amazon.com, Inc.",hosting,US
2c0e:624:8000::,2c0e:624:bfff:ffff:ffff:ffff:ffff:ffff,2c0e:624:8000::,AS24863,orange.com,Link Egypt (Link.NET),isp,EG
2a11:d387:c000::,2a11:d387:ffff:ffff:ffff:ffff:ffff:ffff,2a11:d387:c000::,AS41498,netex.broker,Netex Limited,business,HK
2001:b4b1:c000::,2001:b4b1:ffff:ffff:ffff:ffff:ffff:ffff,2001:b4b1:c000::,AS3462,hinet.net,Data Communication Business Group,isp,TW
2a12:9607:8000::,2a12:9607:bfff:ffff:ffff:ffff:ffff:ffff,2a12:9607:8000::,AS39106,netex.broker,Netex Limited,business,HK
202.9.112.0,202.9.115.255,202.9.0.0,AS23918,global.ntt,NTT Australia Solutions Pty Ltd,business,AU
2a0f:fc04:8000::,2a0f:fc04:bfff:ffff:ffff:ffff:ffff:ffff,2a0f:fc04:8000::,AS197992,iplook.io,DEFSOLUTION LLC,business,US
2a11:7bc7::,2a11:7bc7:3fff:ffff:ffff:ffff:ffff:ffff,2a11:7bc7::,AS47216,tookan.tech,Ettelaat Fanavarn-E Tookan Co Ltd,hosting,IR
2a01:2bfa:c000::,2a01:2bfa:ffff:ffff:ffff:ffff:ffff:ffff,2a01:2bfa:c000::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
2c0e:244::,2c0e:244:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:244::,AS24863,orange.com,Link Egypt (Link.NET),isp,EG
2604:f582:4000::,2604:f582:7fff:ffff:ffff:ffff:ffff:ffff,2604:f582:4000::,AS399462,sumofiber.com,Sumofiber,business,US
81.19.195.0,81.19.195.255,81.19.0.0,AS19836,verisign.com,VeriSign Infrastructure & Operations,business,US
2400:2e32:c000::,2400:2e32:ffff:ffff:ffff:ffff:ffff:ffff,2400:2e32:c000::,AS17676,softbank.jp,SoftBank Corp.,isp,JP
2a01:2018::,2a01:2018:3fff:ffff:ffff:ffff:ffff:ffff,2a01:2018::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
240a:eff4:8000::,240a:eff4:bfff:ffff:ffff:ffff:ffff:ffff,240a:eff4:8000::,AS148002,,1.10.10.10 - Indian Public DNS,hosting,IN
240c:c1fc::,240c:c1fc:3fff:ffff:ffff:ffff:ffff:ffff,240c:c1fc::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
118.211.96.0,118.211.111.255,118.211.0.0,AS4739,iinet.net.au,Internode Pty Ltd,isp,AU
240a:e245:4000::,240a:e245:7fff:ffff:ffff:ffff:ffff:ffff,240a:e245:4000::,AS148000,dns.nic.in,1.10.10.10 - Indian Public DNS,business,IN
240a:a34e::,240a:a34e:3fff:ffff:ffff:ffff:ffff:ffff,240a:a34e::,AS4538,cernet.edu.cn,China Education and Research Network Center,education,CN
103.3.240.0,103.3.243.255,103.3.0.0,AS7131,ite.net,PTI Pacifica Inc.,isp,GU
2603:2eb1:4000::,2603:2eb1:7fff:ffff:ffff:ffff:ffff:ffff,2603:2eb1:4000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2603:2a90:8000::,2603:2a90:bfff:ffff:ffff:ffff:ffff:ffff,2603:2a90:8000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
240a:ecf6:8000::,240a:ecf6:bfff:ffff:ffff:ffff:ffff:ffff,240a:ecf6:8000::,AS148000,dns.nic.in,1.10.10.10 - Indian Public DNS,business,IN
89.28.184.0,89.28.184.255,89.28.0.0,AS41596,willis.com,Willis Group Services Ltd,business,GB
2a09:3746:4000::,2a09:3746:7fff:ffff:ffff:ffff:ffff:ffff,2a09:3746:4000::,AS208944,km.qa,Qatar General Electricty and Water Corporation,isp,QA
240a:c149:8000::,240a:c149:bfff:ffff:ffff:ffff:ffff:ffff,240a:c149:8000::,AS137726,pcitc.com,China Petroleum & Chemical Corporation,business,CN
192.166.240.0,192.166.240.255,192.166.0.0,AS201240,openiot.network,OpenIoT,business,AT
2603:2b1a:8000::,2603:2b1a:bfff:ffff:ffff:ffff:ffff:ffff,2603:2b1a:8000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2003:4c2:8000::,2003:4c2:bfff:ffff:ffff:ffff:ffff:ffff,2003:4c2:8000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
102.91.45.0,102.91.49.255,102.91.0.0,AS29465,mtnonline.com,MTN NIGERIA Communication limited,isp,NG
2c0e:2f87:4000::,2c0e:2f87:7fff:ffff:ffff:ffff:ffff:ffff,2c0e:2f87:4000::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
2003:1245:c000::,2003:1245:ffff:ffff:ffff:ffff:ffff:ffff,2003:1245:c000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2c0e:211d::,2c0e:211d:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:211d::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
2003:c28::,2003:c28:3fff:ffff:ffff:ffff:ffff:ffff,2003:c28::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
170.130.176.0,170.130.255.255,170.130.0.0,AS62904,serverhub.com,Eonix Corporation,hosting,US
2001:857e:8000::,2001:857e:bfff:ffff:ffff:ffff:ffff:ffff,2001:857e:8000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2a00:4520:c000::,2a00:4520:ffff:ffff:ffff:ffff:ffff:ffff,2a00:4520:c000::,AS42961,zain.com,Mobile Telecommunications Company,isp,KW
2a00:2351:4000::,2a00:2351:7fff:ffff:ffff:ffff:ffff:ffff,2a00:2351:4000::,AS5400,bt.com,British Telecommunications PLC,isp,GB
50.63.176.0,50.63.179.255,50.63.0.0,AS398101,godaddy.com,"GoDaddy.com, LLC",hosting,US
